#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-20T23:47:44 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-20T23:47:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/50/table3&-order=I&LEDA=LEDA&-out=Dist&-out=e_DM&-out=HV&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
#Column	e_DM	(F5.2)	[0.1/0.6] One standard deviation uncertainty in DM ({epsilon}_{mu}_) (2)	[ucd=stat.error]
#Column	HV	(I5)	[-376/34770] Heliocentric Velocity (V_h_)	[ucd=spect.dopplerVeloc;pos.heliocentric]
Dist	e_DM	HV
277.97	 0.50	15154
246.60	 0.50	13070
117.49	 0.50	 9594
176.20	 0.50	14784
115.35	 0.50	 9279
188.80	 0.50	15675
169.82	 0.50	 9212
192.31	 0.50	 9964
226.99	 0.40	14123
234.42	 0.50	16232
171.40	 0.50	12266
210.86	 0.40	14483
438.53	 0.40	21268
127.64	 0.50	15539
203.24	 0.50	14409
145.21	 0.50	 8991
274.16	 0.50	12510
 55.98	 0.40	 4006
148.59	 0.50	13716
200.45	 0.50	16447
217.77	 0.50	12858
104.23	 0.50	 8780
131.83	 0.50	12409
159.96	 0.50	11875
407.38	 0.50	13143
120.23	 0.50	 8646
172.19	 0.50	13925
171.40	 0.50	11848
182.81	 0.50	14361
266.69	 0.50	15199
137.40	 0.50	14866
210.86	 0.50	11908
252.35	 0.50	12301
136.14	 0.50	 8937
124.74	 0.50	 7265
245.47	 0.50	13810
378.44	 0.40	27348
190.55	 0.50	 9902
172.19	 0.50	14240
242.10	 0.50	15308
109.65	 0.50	 8017
215.77	 0.50	 8135
107.15	 0.50	10162
132.43	 0.50	11338
133.05	 0.50	 9022
165.20	 0.50	 8809
206.06	 0.40	15548
127.64	 0.50	10193
187.93	 0.50	13221
156.31	 0.50	11238
183.65	 0.50	 9538
185.35	 0.50	11029
182.81	 0.50	14480
165.20	 0.50	 9533
105.68	 0.50	 9557
207.01	 0.50	12674
252.35	 0.50	12764
180.30	 0.50	12941
185.35	 0.50	11360
141.25	 0.50	10035
180.30	 0.50	14383
172.19	 0.50	11331
164.44	 0.50	11543
133.66	 0.50	 9135
149.28	 0.50	14680
291.07	 0.50	16252
153.46	 0.50	11071
195.88	 0.50	 9394
 83.95	 0.50	 9021
105.68	 0.50	 9949
169.82	 0.50	14134
154.88	 0.50	 8842
194.98	 0.17	13422
114.29	 0.50	 8947
271.64	 0.50	16110
114.82	 0.50	11939
158.49	 0.50	 9305
253.51	 0.50	10869
128.82	 0.50	15001
284.45	 0.50	13963
222.84	 0.50	 7046
175.39	 0.50	12963
128.23	 0.50	 8680
152.76	 0.50	 9045
127.06	 0.50	 9428
 88.72	 0.50	 8523
138.04	 0.50	15428
222.84	 0.50	14455
210.86	 0.50	14475
182.81	 0.50	 9468
 84.33	 0.50	 8033
171.40	 0.50	11138
 98.63	 0.50	 8385
263.03	 0.50	13496
 97.72	 0.50	 9275
114.29	 0.50	10138
174.58	 0.50	13176
194.98	 0.50	 8624
192.31	 0.50	12052
169.04	 0.50	14132
 90.78	 0.50	 7467
299.23	 0.50	10148
223.87	 0.50	13460
161.44	 0.50	 6923
201.37	 0.50	14560
220.80	 0.50	14766
261.82	 0.50	11714
238.78	 0.50	16144
224.91	 0.50	15584
131.83	 0.50	16047
257.04	 0.50	14006
169.82	 0.50	10078
284.45	 0.50	15372
240.99	 0.50	11078
115.35	 0.50	 8837
101.39	 0.50	 9034
165.96	 0.50	13232
192.31	 0.40	13505
175.39	 0.50	 9297
266.69	 0.50	11676
154.88	 0.50	10002
194.09	 0.50	13295
230.14	 0.50	14789
276.69	 0.50	15909
136.14	 0.50	11229
269.15	 0.50	13498
279.25	 0.20	20118
121.34	 0.50	14365
111.17	 0.50	13465
295.12	 0.50	14687
284.45	 0.50	15194
135.52	 0.50	12969
215.77	 0.50	13610
169.04	 0.50	 9224
371.53	 0.20	23816
114.82	 0.50	 9059
138.04	 0.50	 6735
136.77	 0.50	11314
247.74	 0.50	16332
130.02	 0.50	 8099
206.06	 0.50	11661
369.83	 0.40	19944
197.70	 0.40	14590
257.04	 0.50	13685
136.77	 0.50	 8044
165.20	 0.50	14212
213.80	 0.50	13185
165.20	 0.50	11842
160.69	 0.50	13149
146.55	 0.50	10220
155.60	 0.50	11711
147.91	 0.50	 9981
159.22	 0.50	13633
182.81	 0.50	14596
309.03	 0.50	13116
110.66	 0.50	 4698
126.47	 0.50	10864
235.50	 0.40	13263
143.88	 0.50	14445
211.84	 0.50	14402
263.03	 0.50	13564
198.61	 0.50	12923
226.99	 0.50	13619
265.46	 0.50	13467
112.72	 0.50	 8465
 85.90	 0.50	 5902
309.03	 0.50	16284
196.79	 0.50	11421
 95.50	 0.50	 9048
114.29	 0.50	 7001
157.76	 0.50	10119
239.88	 0.50	12112
179.47	 0.50	12280
189.67	 0.50	11529
235.50	 0.50	12509
141.91	 0.50	13296
145.88	 0.50	10132
220.80	 0.40	16821
183.65	 0.50	 9458
364.75	 0.50	12978
152.76	 0.50	12630
199.53	 0.50	 4702
152.05	 0.50	13272
297.85	 0.40	24659
170.61	 0.50	13108
311.89	 0.50	13108
138.04	 0.50	13593
302.00	 0.50	11098
363.08	 0.50	15189
200.45	 0.50	13415
204.17	 0.50	13032
337.29	 0.40	23412
 67.30	 0.50	 5149
296.48	 0.50	12658
200.45	 0.50	13877
269.15	 0.50	16281
190.55	 0.50	15542
147.23	 0.50	 8396
401.79	 0.50	13776
358.10	 0.40	22620
181.97	 0.50	11087
 88.72	 0.50	 9582
215.77	 0.50	12765
244.34	 0.50	13299
235.50	 0.50	16311
225.94	 0.50	13965
162.93	 0.50	13179
134.28	 0.50	 5677
201.37	 0.50	11822
211.84	 0.50	15694
115.88	 0.50	 7954
145.88	 0.50	 9237
177.83	 0.20	13622
174.58	 0.50	11494
120.23	 0.50	11398
252.35	 0.20	18831
272.90	 0.20	19606
 66.07	 0.40	 4551
120.23	 0.40	 8904
136.14	 0.40	 8988
197.70	 0.20	14842
 65.16	 0.40	 5226
207.01	 0.20	10793
 48.31	 0.54	 6040
172.19	 0.50	11923
219.79	 0.40	13543
132.43	 0.40	 9541
 87.90	 0.40	 5436
155.60	 0.40	11783
183.65	 0.20	 9594
189.67	 0.40	13258
165.20	 0.50	15592
145.88	 0.20	 8951
145.88	 0.50	11533
155.60	 0.50	11319
157.04	 0.50	12462
212.81	 0.50	23944
 84.72	 0.40	 9219
202.30	 0.40	12832
149.97	 0.40	 7594
169.04	 0.40	12309
181.13	 0.50	10208
154.88	 0.40	12490
 98.17	 0.40	 5240
159.96	 0.40	10309
358.10	 0.20	25081
132.43	 0.40	 9996
116.95	 0.40	 8673
140.60	 0.40	10121
164.44	 0.40	 9700
154.17	 0.40	10866
162.18	 0.40	11307
296.48	 0.40	19489
152.05	 0.40	12083
 85.90	 0.40	 4405
105.68	 0.40	 9426
212.81	 0.40	12197
258.23	 0.40	19757
107.15	 0.40	 8480
 69.18	 0.40	 6825
181.97	 0.50	16072
279.25	 0.20	18032
 88.72	 0.50	 9610
313.33	 0.50	23926
 87.90	 0.40	 5239
138.04	 0.17	10793
147.91	 0.40	 9669
 79.80	 0.50	 7297
202.30	 0.40	13370
143.22	 0.50	 9967
242.10	 0.40	13975
332.66	 0.40	19462
152.76	 0.40	11693
 98.17	 0.40	 8050
169.82	 0.50	12815
 89.95	 0.40	 7695
119.12	 0.40	12178
 83.18	 0.40	 8096
169.04	 0.50	12165
106.66	 0.40	 8929
172.98	 0.40	13629
182.81	 0.40	13032
190.55	 0.40	12465
154.88	 0.40	12604
159.22	 0.40	11263
169.82	 0.50	12636
168.27	 0.50	11741
169.82	 0.50	13154
169.04	 0.50	12261
199.53	 0.40	16712
200.45	 0.40	12494
196.79	 0.40	13226
113.24	 0.40	12190
152.05	 0.40	 9983
127.64	 0.40	11477
118.58	 0.40	10088
255.86	 0.40	20796
209.89	 0.40	13634
154.88	 0.40	12808
201.37	 0.40	12787
245.47	 0.40	16401
133.66	 0.40	12503
213.80	 0.40	17898
141.25	 0.20	13465
180.30	 0.40	12062
170.61	 0.40	12200
160.69	 0.40	11638
181.13	 0.40	12822
140.60	 0.50	10427
177.01	 0.40	11580
133.05	 0.50	12212
131.22	 0.50	10406
196.79	 0.40	12790
133.66	 0.50	13530
130.02	 0.40	13841
169.82	 0.40	11605
292.42	 0.20	19487
161.44	 0.40	11410
146.55	 0.40	11350
267.92	 0.40	22800
 90.78	 0.40	 8736
190.55	 0.40	 8482
 86.70	 0.40	 9970
149.97	 0.40	10112
104.71	 0.46	 5639
 77.98	 0.40	 5838
162.93	 0.40	11074
124.74	 0.50	 9814
114.82	 0.50	 9446
148.59	 0.40	 9887
 72.44	 0.40	 6410
 62.23	 0.40	 6415
413.05	 0.50	26602
136.14	 0.40	 9701
114.29	 0.50	 9725
143.22	 0.17	 9300
152.05	 0.50	10130
158.49	 0.50	 9579
158.49	 0.50	 9715
125.31	 0.40	12528
196.79	 0.40	12434
114.29	 0.50	 8740
292.42	 0.50	26351
292.42	 0.50	26075
291.07	 0.50	25733
284.45	 0.50	21652
293.76	 0.50	27242
 77.98	 0.40	 6753
121.34	 0.40	 9277
 79.80	 0.40	 8057
 63.97	 0.40	 5176
 86.70	 0.40	 7697
134.90	 0.40	 9683
272.90	 0.40	17409
130.62	 0.20	 9850
104.23	 0.30	 9200
264.24	 0.40	10536
149.97	 0.40	 8324
187.93	 0.40	10757
 10.52	 0.20	  449
 85.51	 0.40	 8740
276.69	 0.40	16741
231.21	 0.40	17951
257.04	 0.40	16044
232.27	 0.40	17204
238.78	 0.40	17337
186.21	 0.40	16785
337.29	 0.40	16969
222.84	 0.40	13818
105.68	 0.40	 8045
169.82	 0.40	13610
207.97	 0.40	14543
320.63	 0.40	21114
104.23	 0.50	 9858
240.99	 0.50	16302
178.65	 0.50	15401
119.67	 0.40	 5318
189.67	 0.40	14428
224.91	 0.40	14097
277.97	 0.40	15185
422.67	 0.40	27908
253.51	 0.40	14507
269.15	 0.40	14883
219.79	 0.40	14665
366.44	 0.40	22092
169.82	 0.50	14813
 61.66	 0.54	 4382
292.42	 0.40	17944
119.12	 0.40	 6737
157.04	 0.40	10711
101.86	 0.40	10556
203.24	 0.40	11235
141.25	 0.40	10958
166.72	 0.40	 9874
166.72	 0.50	10246
138.68	 0.40	11662
145.88	 0.40	 7124
100.46	 0.40	 6361
166.72	 0.50	10898
133.05	 0.40	 8640
115.35	 0.50	10213
111.17	 0.20	 6182
118.58	 0.40	10613
121.90	 0.40	 5656
147.91	 0.50	 8957
132.43	 0.50	 7842
213.80	 0.50	17795
106.66	 0.50	 9399
128.82	 0.50	10937
128.23	 0.50	10388
127.64	 0.50	10077
 90.36	 0.50	 3906
127.64	 0.50	 9618
128.23	 0.50	10236
164.44	 0.50	15292
164.44	 0.50	15340
164.44	 0.50	15047
163.68	 0.50	14189
130.62	 0.50	10215
130.62	 0.50	10460
100.93	 0.50	 8207
100.93	 0.50	 7927
101.39	 0.50	 8960
150.66	 0.50	 9641
187.93	 0.50	13260
187.93	 0.50	13778
187.93	 0.50	13751
120.23	 0.50	10737
  8.75	 0.20	  416
123.59	 0.50	 8787
123.03	 0.50	 8256
 89.54	 0.50	 7775
187.07	 0.40	16820
145.21	 0.50	11245
145.88	 0.50	11845
145.88	 0.50	11695
168.27	 0.40	 9142
140.60	 0.50	10730
159.96	 0.50	14640
289.73	 0.50	14716
208.93	 0.50	14854
265.46	 0.50	15442
178.65	 0.50	14658
103.28	 0.50	 5899
260.62	 0.50	15534
204.17	 0.40	10842
133.66	 0.50	12807
177.01	 0.50	14654
230.14	 0.50	13744
167.49	 0.50	14481
284.45	 0.50	16338
 95.06	 0.40	 7206
179.47	 0.40	12158
187.93	 0.40	12985
147.23	 0.40	 9379
103.75	 0.40	 9238
452.90	 0.40	28036
313.33	 0.40	20580
188.80	 0.40	14953
154.17	 0.40	15050
166.72	 0.40	15106
235.50	 0.40	15860
204.17	 0.40	15996
 62.81	 0.40	 5269
356.45	 0.40	20938
248.89	 0.40	13714
212.81	 0.40	13367
108.64	 0.40	 6212
136.14	 0.40	11430
306.20	 0.40	22935
446.68	 0.40	21265
176.20	 0.40	11280
168.27	 0.40	11767
181.97	 0.40	13163
180.30	 0.40	12977
194.09	 0.40	12348
 75.86	 0.40	 5276
164.44	 0.40	10767
187.07	 0.40	12916
214.78	 0.50	14936
212.81	 0.50	10420
279.25	 0.50	15288
131.83	 0.50	15003
261.82	 0.50	15445
165.20	 0.50	15295
169.04	 0.50	12342
127.64	 0.50	 9011
123.03	 0.50	14824
 98.63	 0.50	 8214
 77.27	 0.50	 5595
195.88	 0.50	15482
160.69	 0.50	11772
 58.08	 0.50	 3731
238.78	 0.50	15760
 86.70	 0.50	 7127
127.06	 0.50	 7136
 90.78	 0.50	 7907
138.68	 0.50	 9693
183.65	 0.50	14872
160.69	 0.50	15000
136.77	 0.50	12480
116.95	 0.50	10463
220.80	 0.50	14830
 82.04	 0.50	 8213
 30.62	 0.54	 2080
 79.43	 0.50	 7287
237.68	 0.50	13205
 79.80	 0.50	 7217
141.91	 0.50	 9524
165.20	 0.50	12723
192.31	 0.50	11989
198.61	 0.50	12865
 64.27	 0.50	 4997
 80.17	 0.50	 6047
242.10	 0.50	15193
202.30	 0.50	14413
258.23	 0.50	16465
139.32	 0.50	 9686
105.20	 0.50	 8841
179.47	 0.50	15202
131.83	 0.50	 9819
124.17	 0.50	 9936
209.89	 0.50	12521
123.59	 0.50	 6362
165.20	 0.50	 9987
152.76	 0.50	 9146
 85.51	 0.50	 7503
171.40	 0.50	 8872
198.61	 0.50	14860
199.53	 0.50	11275
107.15	 0.50	 9473
155.60	 0.50	 9693
149.97	 0.50	 9532
157.76	 0.50	 8358
203.24	 0.50	12746
112.72	 0.50	12067
157.04	 0.50	12275
193.20	 0.50	11772
154.88	 0.50	11232
121.34	 0.50	 9577
172.19	 0.50	11636
121.34	 0.50	10581
131.83	 0.50	10362
198.61	 0.50	12855
129.42	 0.50	10853
 89.95	 0.50	 5958
143.88	 0.50	11916
287.08	 0.50	15218
138.68	 0.50	12811
113.24	 0.50	11452
125.89	 0.50	14052
199.53	 0.50	12093
196.79	 0.50	11441
263.03	 0.50	13954
135.52	 0.50	 9959
144.54	 0.50	 9710
107.65	 0.50	 8581
114.29	 0.50	10504
 98.63	 0.50	10040
134.90	 0.50	10717
230.14	 0.50	10570
167.49	 0.50	15110
132.43	 0.50	14684
141.91	 0.50	15610
260.62	 0.50	15084
115.35	 0.50	10671
 94.62	 0.50	 8329
284.45	 0.50	14314
 87.10	 0.50	 8446
132.43	 0.50	11145
119.12	 0.50	13978
169.04	 0.50	12280
300.61	 0.50	14343
 89.54	 0.50	 7833
133.05	 0.50	10903
207.01	 0.50	15555
207.01	 0.50	14410
202.30	 0.50	15379
155.60	 0.50	10186
194.98	 0.50	13450
192.31	 0.50	14517
101.86	 0.50	11225
157.04	 0.50	13457
133.66	 0.50	13506
254.68	 0.50	11211
251.19	 0.50	11842
149.28	 0.50	12598
128.23	 0.50	12205
102.33	 0.50	 6767
128.82	 0.50	12008
194.98	 0.50	11483
161.44	 0.50	15659
210.86	 0.50	15747
121.90	 0.50	 4672
147.91	 0.50	 7852
199.53	 0.50	12822
162.18	 0.50	12569
132.43	 0.50	11845
168.27	 0.50	11094
121.34	 0.50	11802
143.22	 0.50	12147
 61.94	 0.50	 6711
187.93	 0.17	12891
152.76	 0.50	12614
169.82	 0.50	14861
165.96	 0.50	12858
133.66	 0.50	 7150
151.36	 0.50	15386
102.80	 0.50	 9580
136.77	 0.50	12761
185.35	 0.50	 9469
133.05	 0.50	11041
229.09	 0.50	13429
113.24	 0.50	 9939
100.46	 0.50	10684
128.23	 0.50	12742
320.63	 0.50	14944
172.98	 0.50	12744
 91.20	 0.50	 5801
107.15	 0.50	 8628
136.14	 0.50	 9579
167.49	 0.50	12558
 83.56	 0.50	 8693
281.84	 0.50	11767
 89.95	 0.50	 6268
148.59	 0.50	12127
187.07	 0.50	13531
 73.11	 0.50	 7627
172.98	 0.50	13121
106.17	 0.50	 6625
158.49	 0.50	15114
 88.72	 0.50	 6688
124.74	 0.50	 8924
 98.17	 0.50	11404
183.65	 0.50	12177
183.65	 0.50	13787
109.14	 0.50	12775
 82.79	 0.50	 5401
142.56	 0.50	 9449
113.24	 0.50	10893
 85.90	 0.50	 6253
141.25	 0.50	 9253
154.17	 0.50	11804
239.88	 0.50	13940
150.66	 0.50	13170
248.89	 0.50	13904
111.69	 0.50	13904
126.47	 0.50	 9144
 78.34	 0.50	 9146
113.24	 0.50	13946
172.98	 0.50	14254
202.30	 0.50	13511
137.40	 0.50	15615
161.44	 0.50	11648
 84.33	 0.50	10650
177.01	 0.50	13886
167.49	 0.50	13436
128.23	 0.50	13360
142.56	 0.50	13635
121.90	 0.50	13344
177.01	 0.50	13781
203.24	 0.50	14907
133.66	 0.50	 7777
172.19	 0.50	13987
107.15	 0.50	10220
228.03	 0.50	14798
196.79	 0.50	11147
216.77	 0.50	10036
110.66	 0.50	10334
224.91	 0.50	15635
160.69	 0.50	 4340
124.17	 0.50	 6449
168.27	 0.50	11336
217.77	 0.50	11705
235.50	 0.50	14484
135.52	 0.50	 7411
145.21	 0.50	11789
187.93	 0.50	14971
123.59	 0.50	15927
 76.21	 0.50	 6290
 99.08	 0.50	11363
101.86	 0.50	 7649
107.65	 0.50	 7254
154.17	 0.50	 7534
100.93	 0.50	 7381
161.44	 0.50	 8476
132.43	 0.50	 9492
102.80	 0.50	 8250
128.82	 0.50	 8269
129.42	 0.50	 8316
119.12	 0.50	 8199
292.42	 0.50	15965
139.32	 0.50	12863
180.30	 0.50	12438
199.53	 0.50	14419
 97.27	 0.50	 6568
136.14	 0.50	13652
130.62	 0.50	10568
223.87	 0.50	16304
185.35	 0.50	 9700
138.04	 0.50	15045
116.41	 0.50	 5654
 67.30	 0.50	 8008
147.23	 0.50	14690
184.50	 0.50	16181
120.78	 0.50	 7554
181.13	 0.50	13819
198.61	 0.50	14663
184.50	 0.50	11142
123.03	 0.50	12084
216.77	 0.50	10970
145.88	 0.50	 9191
188.80	 0.50	14656
 82.79	 0.50	 9030
233.35	 0.50	12048
209.89	 0.50	13892
175.39	 0.50	12573
110.66	 0.50	 8563
176.20	 0.50	14416
210.86	 0.50	14731
153.46	 0.50	 9454
112.72	 0.50	 9051
108.14	 0.50	 8290
146.55	 0.50	12276
 77.27	 0.50	 8518
133.05	 0.50	 6905
148.59	 0.50	 9656
291.07	 0.50	12007
100.46	 0.50	 7494
143.88	 0.50	10066
 88.72	 0.50	 6974
114.82	 0.50	 9272
156.31	 0.50	15884
221.82	 0.50	13724
254.68	 0.50	 9240
157.76	 0.50	10170
 86.70	 0.50	 5295
193.20	 0.50	11597
118.03	 0.50	13914
169.04	 0.50	 9708
 94.62	 0.50	 6886
 80.91	 0.50	10016
163.68	 0.50	14376
148.59	 0.50	 8934
 60.81	 0.50	 3970
185.35	 0.50	10087
114.29	 0.50	 8483
194.98	 0.50	 9333
213.80	 0.50	14553
127.06	 0.50	 6698
158.49	 0.50	13694
101.39	 0.50	 8557
235.50	 0.50	16308
193.20	 0.50	12999
211.84	 0.50	15865
172.98	 0.50	 9623
211.84	 0.50	14211
 67.92	 0.50	 7652
208.93	 0.50	15500
 68.23	 0.50	 8826
 89.13	 0.50	 8106
223.87	 0.50	12525
 64.27	 0.50	 4713
120.78	 0.50	 8334
160.69	 0.50	 6987
107.15	 0.50	 6763
175.39	 0.50	15587
112.72	 0.50	 9452
176.20	 0.50	12801
162.93	 0.50	15331
117.49	 0.50	 6369
131.22	 0.50	 9048
139.32	 0.50	14841
172.98	 0.50	10968
157.04	 0.50	 9868
 90.36	 0.50	 9792
 62.52	 0.50	 6711
169.82	 0.50	12241
 79.80	 0.50	 7553
159.22	 0.50	 8198
 86.30	 0.50	 5534
126.47	 0.50	 8308
207.01	 0.50	 7087
219.79	 0.50	14066
105.20	 0.50	 6637
230.14	 0.50	15439
221.82	 0.50	14483
157.04	 0.50	12266
 59.70	 0.50	 3899
198.61	 0.50	12392
 84.72	 0.50	 9380
108.64	 0.50	 6580
165.96	 0.50	11039
100.46	 0.50	12431
 99.54	 0.50	 8802
125.89	 0.50	 9030
181.13	 0.50	15868
155.60	 0.50	 8190
152.05	 0.50	 7537
199.53	 0.50	15048
203.24	 0.50	12303
172.19	 0.50	13244
123.59	 0.50	12212
181.97	 0.50	11590
100.46	 0.50	 8509
150.66	 0.50	11989
114.82	 0.50	 5928
101.39	 0.50	10641
126.47	 0.50	 8986
194.98	 0.50	11051
119.67	 0.50	 9490
112.72	 0.50	 8569
 69.82	 0.50	 6590
144.54	 0.50	11385
 68.87	 0.50	 4665
 90.36	 0.50	 7182
179.47	 0.50	15109
235.50	 0.50	13215
208.93	 0.50	14089
116.41	 0.50	16172
189.67	 0.50	15933
138.68	 0.50	13458
103.75	 0.50	11594
157.76	 0.50	13736
182.81	 0.50	14714
225.94	 0.50	11876
194.09	 0.50	13466
 99.08	 0.50	10733
121.34	 0.50	11070
135.52	 0.50	 8065
197.70	 0.50	16120
161.44	 0.50	12895
178.65	 0.50	12800
127.06	 0.50	 9888
154.88	 0.50	15930
147.91	 0.50	 8189
146.55	 0.50	10061
187.93	 0.50	11557
119.67	 0.50	 6288
 85.51	 0.50	 6999
 97.72	 0.50	 8280
154.17	 0.50	 7982
109.65	 0.50	 9256
214.78	 0.50	15973
202.30	 0.50	14784
172.98	 0.50	13020
277.97	 0.50	15741
 99.08	 0.50	 8810
 84.72	 0.50	 8856
112.20	 0.50	 8328
112.72	 0.50	10401
106.17	 0.50	 8459
 90.36	 0.50	 8205
195.88	 0.50	 8171
243.22	 0.50	13557
167.49	 0.50	10405
133.66	 0.50	12265
 97.72	 0.50	 8176
291.07	 0.50	14454
 96.83	 0.50	 8481
117.49	 0.50	11155
181.97	 0.50	10013
173.78	 0.50	 9299
116.95	 0.50	13242
159.96	 0.50	10360
130.62	 0.50	14510
177.01	 0.50	13809
399.94	 0.50	16153
112.72	 0.50	10250
164.44	 0.50	15360
 91.62	 0.50	 5684
 63.10	 0.50	 4860
158.49	 0.50	11282
 93.33	 0.35	 6801
220.80	 0.50	14611
124.74	 0.50	 9806
154.17	 0.50	15921
140.60	 0.50	11222
187.93	 0.50	13815
156.31	 0.50	10380
194.98	 0.50	11430
207.01	 0.50	14159
205.12	 0.50	13459
147.23	 0.50	12561
192.31	 0.50	12158
177.83	 0.50	10536
131.83	 0.50	10464
224.91	 0.50	14688
 68.87	 0.50	 8411
117.49	 0.50	10379
135.52	 0.50	 5550
 71.12	 0.50	 4628
 97.27	 0.50	 5656
114.29	 0.50	15723
187.93	 0.50	10523
 89.54	 0.50	11905
212.81	 0.50	13302
246.60	 0.50	15370
209.89	 0.50	14388
337.29	 0.17	22898
231.21	 0.50	15679
237.68	 0.50	13071
266.69	 0.20	19816
133.66	 0.50	14878
104.71	 0.50	13818
230.14	 0.17	17358
297.85	 0.17	20341
115.35	 0.20	 8340
176.20	 0.50	 9790
281.84	 0.50	13876
177.01	 0.50	10913
139.96	 0.50	 9342
168.27	 0.50	 9238
165.96	 0.50	11313
208.93	 0.50	14050
172.98	 0.50	15028
141.25	 0.50	 7122
145.21	 0.50	 7287
105.68	 0.50	 8573
150.66	 0.50	 9728
207.97	 0.50	10398
250.03	 0.50	16037
230.14	 0.50	15478
101.39	 0.50	10016
203.24	 0.50	16264
142.56	 0.50	 8336
173.78	 0.50	10153
177.83	 0.17	12924
132.43	 0.50	12456
354.81	 0.17	26382
224.91	 0.50	12140
185.35	 0.50	 9627
158.49	 0.50	15667
292.42	 0.50	15832
196.79	 0.50	13823
 72.78	 0.50	 5664
184.50	 0.50	 8804
138.68	 0.50	 8669
122.46	 0.50	 9894
171.40	 0.50	15689
196.79	 0.50	15747
167.49	 0.50	15638
272.90	 0.50	14609
101.86	 0.50	12958
363.08	 0.50	 8911
281.84	 0.20	20809
117.49	 0.50	 7718
181.13	 0.50	12974
299.23	 0.50	15944
320.63	 0.50	16206
217.77	 0.50	14828
243.22	 0.50	15969
140.60	 0.17	11702
151.36	 0.50	12351
226.99	 0.20	14390
178.65	 0.50	14992
126.47	 0.50	11179
151.36	 0.50	11243
226.99	 0.50	14355
212.81	 0.50	14700
178.65	 0.50	15177
264.24	 0.50	11806
259.42	 0.50	10306
133.05	 0.50	 9350
127.64	 0.50	11536
 81.66	 0.50	 9207
133.66	 0.50	14168
131.83	 0.50	11639
110.15	 0.50	10556
250.03	 0.50	 8856
167.49	 0.50	 8734
110.66	 0.50	 8889
194.09	 0.50	11168
138.68	 0.50	10155
147.91	 0.50	11915
143.22	 0.50	 9781
141.91	 0.50	11468
 87.50	 0.50	 9788
183.65	 0.50	12459
 83.18	 0.50	 3905
269.15	 0.50	12689
102.80	 0.50	 7676
169.04	 0.50	13384
183.65	 0.50	16129
172.98	 0.50	11735
171.40	 0.50	10146
198.61	 0.50	13159
128.23	 0.50	10018
140.60	 0.50	10280
196.79	 0.50	13759
 78.70	 0.50	11082
259.42	 0.50	15362
181.13	 0.50	11777
303.39	 0.50	14777
270.40	 0.50	13529
139.96	 0.50	12321
187.93	 0.50	15107
170.61	 0.50	 9634
235.50	 0.50	12405
289.73	 0.50	12533
116.95	 0.50	10909
 90.78	 0.50	 8391
251.19	 0.50	13829
111.69	 0.50	 7828
102.80	 0.50	10425
 77.27	 0.50	 8044
215.77	 0.50	14427
140.60	 0.50	13228
147.23	 0.50	 9285
250.03	 0.50	13610
212.81	 0.50	13432
194.98	 0.50	14164
 96.38	 0.50	10847
143.88	 0.50	10748
180.30	 0.50	14332
207.97	 0.50	11624
254.68	 0.50	15968
134.28	 0.50	11060
136.14	 0.50	11009
 83.56	 0.50	 4482
261.82	 0.50	11251
210.86	 0.50	10944
225.94	 0.50	11576
214.78	 0.50	14782
150.66	 0.50	10046
140.60	 0.50	10003
206.06	 0.50	14774
140.60	 0.50	11241
115.35	 0.50	11029
113.76	 0.50	 5944
144.54	 0.50	11111
232.27	 0.50	14520
158.49	 0.50	11816
117.49	 0.50	 7670
134.90	 0.50	14571
207.97	 0.50	13509
153.46	 0.50	12456
220.80	 0.50	16029
197.70	 0.50	13787
